#Conversion of scaffold names used in genome assemblies (left) and in this manuscript (right)

scaffold1_size1318325_1_614794	scaffold1_1
scaffold2878_size47115_42671_43480	scaffold2878_2
scaffold2878_size47115_45731_47115	scaffold2878_3
scaffold2879_size47110_1_24802	scaffold2879_1
scaffold2879_size47110_25171_28792	scaffold2879_2
scaffold2879_size47110_33798_47110	scaffold2879_3
scaffold2880_size47081	scaffold2880_1
scaffold2881_size47067	scaffold2881_1
scaffold2882_size47031	scaffold2882_1
scaffold2883_size46986	scaffold2883_1
scaffold2884_size46986	scaffold2884_1
scaffold2885_size46979	scaffold2885_1
scaffold2886_size46972_1_9534	scaffold2886_1
scaffold2886_size46972_9536_46972	scaffold2886_2
scaffold2887_size46970	scaffold2887_1
scaffold2888_size46946	scaffold2888_1
scaffold2889_size46920	scaffold2889_1
scaffold2890_size46912	scaffold2890_1
scaffold2891_size46900_1_31914	scaffold2891_1
scaffold2891_size46900_33421_46900	scaffold2891_2
scaffold2892_size46894	scaffold2892_1
scaffold2893_size46878	scaffold2893_1
scaffold2894_size46852	scaffold2894_1
scaffold2895_size46842	scaffold2895_1
scaffold2896_size46790	scaffold2896_1
scaffold2897_size46785	scaffold2897_1
scaffold2898_size46772	scaffold2898_1
scaffold2899_size46737	scaffold2899_1
scaffold2900_size46737	scaffold2900_1
scaffold2901_size46719	scaffold2901_1
scaffold2902_size46709	scaffold2902_1
scaffold2903_size46684	scaffold2903_1
scaffold2904_size46645_1_28074	scaffold2904_1
scaffold2904_size46645_29893_46645	scaffold2904_2
scaffold2905_size46624	scaffold2905_1
scaffold2906_size46620	scaffold2906_1
scaffold2907_size46608	scaffold2907_1
scaffold2908_size46607	scaffold2908_1
scaffold2909_size46596	scaffold2909_1
scaffold2910_size46570	scaffold2910_1
scaffold2911_size46570	scaffold2911_1
scaffold2912_size46543	scaffold2912_1
scaffold2913_size46526	scaffold2913_1
scaffold2914_size46509	scaffold2914_1
scaffold2915_size46504	scaffold2915_1
scaffold2916_size46501	scaffold2916_1
scaffold2917_size46496	scaffold2917_1
scaffold2918_size46488	scaffold2918_1
scaffold2919_size46443	scaffold2919_1
scaffold2920_size46431	scaffold2920_1
scaffold2921_size46313	scaffold2921_1
scaffold2922_size46311	scaffold2922_1
scaffold2923_size46310	scaffold2923_1
scaffold2924_size46308	scaffold2924_1
scaffold2925_size46291_1_29376	scaffold2925_1
scaffold2925_size46291_30867_46291	scaffold2925_2
scaffold2926_size46289	scaffold2926_1
scaffold2927_size46280	scaffold2927_1
scaffold2928_size54772_1_27304	scaffold2928_1
scaffold2928_size54772_29190_54772	scaffold2928_2
scaffold2929_size46273	scaffold2929_1
scaffold2930_size46254	scaffold2930_1
scaffold2931_size46238	scaffold2931_1
scaffold2932_size46223	scaffold2932_1
scaffold2933_size46220	scaffold2933_1
scaffold2934_size46205	scaffold2934_1
scaffold2935_size46204	scaffold2935_1
scaffold2936_size46193	scaffold2936_1
scaffold2937_size46185	scaffold2937_1
scaffold2938_size46153_1_38089	scaffold2938_1
scaffold2938_size46153_38646_46153	scaffold2938_2
scaffold2939_size46152	scaffold2939_1
scaffold2940_size46141	scaffold2940_1
scaffold2941_size46133_1_20723	scaffold2941_1
scaffold2941_size46133_21869_46133	scaffold2941_2
scaffold2942_size46130	scaffold2942_1
scaffold2943_size46123	scaffold2943_1
scaffold2944_size46106	scaffold2944_1
scaffold2945_size46103_1_10839	scaffold2945_1
scaffold2945_size46103_12805_46103	scaffold2945_2
scaffold2946_size46079	scaffold2946_1
scaffold2947_size46070	scaffold2947_1
scaffold2948_size46067	scaffold2948_1
scaffold2949_size46065	scaffold2949_1
scaffold2950_size46057	scaffold2950_1
scaffold2951_size46056	scaffold2951_1
scaffold2952_size46054_1_3142	scaffold2952_1
scaffold2952_size46054_3650_46054	scaffold2952_2
scaffold2953_size46047	scaffold2953_1
scaffold2954_size46038	scaffold2954_1
scaffold2955_size46006_1_15790	scaffold2955_1
scaffold2955_size46006_17152_46006	scaffold2955_2
scaffold2956_size46005_1_38219	scaffold2956_1
scaffold2956_size46005_38221_39461	scaffold2956_2
scaffold2956_size46005_40851_46005	scaffold2956_3
scaffold2957_size46004	scaffold2957_1
scaffold2958_size46001	scaffold2958_1
scaffold2959_size45991	scaffold2959_1
scaffold2960_size45951	scaffold2960_1
scaffold2961_size45941	scaffold2961_1
scaffold2962_size45941	scaffold2962_1
scaffold2963_size45940_1_33308	scaffold2963_1
scaffold2963_size45940_34819_45940	scaffold2963_2
scaffold2964_size48355	scaffold2964_1
scaffold2965_size45934_1_24064	scaffold2965_1
scaffold2965_size45934_24066_45934	scaffold2965_2
scaffold2966_size45929	scaffold2966_1
scaffold2967_size45915	scaffold2967_1
scaffold2968_size45895	scaffold2968_1
scaffold2969_size45888	scaffold2969_1
scaffold2970_size45885	scaffold2970_1
scaffold2971_size45881	scaffold2971_1
scaffold2972_size45856	scaffold2972_1
scaffold2973_size45845	scaffold2973_1
scaffold2974_size45843	scaffold2974_1
scaffold2975_size45802	scaffold2975_1
scaffold2976_size45777_1_8563	scaffold2976_1
scaffold2976_size45777_8836_45777	scaffold2976_2
scaffold2977_size45764	scaffold2977_1
scaffold2978_size45754	scaffold2978_1
scaffold2979_size45749	scaffold2979_1
scaffold2980_size45747	scaffold2980_1
scaffold2981_size45740	scaffold2981_1
scaffold2982_size45716	scaffold2982_1
scaffold2983_size45694	scaffold2983_1
scaffold2984_size45694	scaffold2984_1
scaffold2985_size53371	scaffold2985_1
scaffold2986_size45675	scaffold2986_1
scaffold2987_size45666	scaffold2987_1
scaffold2988_size45660	scaffold2988_1
scaffold2989_size45639	scaffold2989_1
scaffold2990_size45625	scaffold2990_1
scaffold2991_size45615	scaffold2991_1
scaffold2992_size45610	scaffold2992_1
scaffold2993_size45601	scaffold2993_1
scaffold2994_size45582	scaffold2994_1
scaffold2995_size45577	scaffold2995_1
scaffold2996_size45543	scaffold2996_1
scaffold2997_size45534	scaffold2997_1
scaffold2998_size45521	scaffold2998_1
scaffold2999_size45505	scaffold2999_1
scaffold3000_size45501	scaffold3000_1
scaffold3001_size45496_1_12891	scaffold3001_1
scaffold3001_size45496_13897_45496	scaffold3001_2
scaffold3002_size45477	scaffold3002_1
scaffold3003_size45472	scaffold3003_1
scaffold3004_size45457	scaffold3004_1
scaffold3005_size45455	scaffold3005_1
scaffold3006_size45453	scaffold3006_1
scaffold3007_size62865_1_45451	scaffold3007_1
scaffold3007_size62865_46912_62865	scaffold3007_2
scaffold3008_size45447_1_27294	scaffold3008_1
scaffold3008_size45447_28594_45447	scaffold3008_2
scaffold3009_size45426	scaffold3009_1
scaffold3010_size45425	scaffold3010_1
scaffold3011_size45422	scaffold3011_1
scaffold3012_size45406	scaffold3012_1
scaffold3013_size45406	scaffold3013_1
scaffold3014_size45402	scaffold3014_1
scaffold3015_size45398	scaffold3015_1
scaffold3016_size45394	scaffold3016_1
scaffold3017_size45343	scaffold3017_1
scaffold3018_size45335	scaffold3018_1
scaffold3019_size45307	scaffold3019_1
scaffold3020_size45297	scaffold3020_1
scaffold3021_size45291	scaffold3021_1
scaffold3022_size45286	scaffold3022_1
scaffold3023_size45286	scaffold3023_1
scaffold3024_size45280	scaffold3024_1
scaffold3025_size45271	scaffold3025_1
scaffold3026_size45266	scaffold3026_1
scaffold3027_size45244	scaffold3027_1
scaffold3028_size45243	scaffold3028_1
scaffold3029_size45227_1_20998	scaffold3029_1
scaffold3029_size45227_21275_45227	scaffold3029_2
scaffold3030_size45212	scaffold3030_1
scaffold3031_size45178	scaffold3031_1
scaffold3032_size45172	scaffold3032_1
scaffold3033_size45167	scaffold3033_1
scaffold3034_size45156	scaffold3034_1
scaffold3035_size45139	scaffold3035_1
scaffold3036_size45138	scaffold3036_1
scaffold3037_size45119_1_20892	scaffold3037_1
scaffold3037_size45119_22774_45119	scaffold3037_2
scaffold3038_size45107	scaffold3038_1
scaffold3039_size45107_1_4563	scaffold3039_1
scaffold3039_size45107_4565_17978	scaffold3039_2
scaffold3039_size45107_18549_45107	scaffold3039_3
scaffold3040_size45105	scaffold3040_1
scaffold3041_size45094	scaffold3041_1
scaffold3042_size45090	scaffold3042_1
scaffold3043_size45087	scaffold3043_1
scaffold3044_size45076	scaffold3044_1
scaffold3045_size45073	scaffold3045_1
scaffold3046_size45066	scaffold3046_1
scaffold3047_size45050	scaffold3047_1
scaffold3048_size45040	scaffold3048_1
scaffold3049_size45039	scaffold3049_1
scaffold3050_size45034	scaffold3050_1
scaffold3051_size45031	scaffold3051_1
scaffold3052_size45022	scaffold3052_1
scaffold3053_size45017_1_31851	scaffold3053_1
scaffold3053_size45017_33106_45017	scaffold3053_2
scaffold3054_size45004_1_14525	scaffold3054_1
scaffold3054_size45004_14527_15975	scaffold3054_2
scaffold3054_size45004_22657_45004	scaffold3054_3
scaffold3055_size45002	scaffold3055_1
scaffold3056_size44999	scaffold3056_1
scaffold3057_size44994	scaffold3057_1
scaffold3058_size44960	scaffold3058_1
scaffold3059_size44949	scaffold3059_1
scaffold3060_size44927	scaffold3060_1
scaffold3061_size44876	scaffold3061_1
scaffold3062_size44868	scaffold3062_1
scaffold3063_size44860	scaffold3063_1
scaffold3064_size44830	scaffold3064_1
scaffold3065_size44830	scaffold3065_1
scaffold3066_size44812	scaffold3066_1
scaffold3067_size44750	scaffold3067_1
scaffold3068_size44719	scaffold3068_1
scaffold3069_size44716	scaffold3069_1
scaffold3070_size44712	scaffold3070_1
scaffold3071_size44707	scaffold3071_1
scaffold3072_size44705	scaffold3072_1
scaffold3073_size58625	scaffold3073_1
scaffold3074_size44684_1_25266	scaffold3074_1
scaffold3074_size44684_25268_28856	scaffold3074_2
scaffold3074_size44684_33877_44684	scaffold3074_3
scaffold3075_size44678	scaffold3075_1
scaffold3076_size44647	scaffold3076_1
scaffold3077_size44645	scaffold3077_1
scaffold3078_size44633_1_8188	scaffold3078_1
scaffold3078_size44633_8190_9541	scaffold3078_2
scaffold3078_size44633_13091_44633	scaffold3078_3
scaffold3079_size73804	scaffold3079_1
scaffold3080_size44559	scaffold3080_1
scaffold3081_size44556	scaffold3081_1
scaffold3082_size44535	scaffold3082_1
scaffold3083_size44530	scaffold3083_1
scaffold3084_size44524	scaffold3084_1
scaffold3085_size44482_1_11524	scaffold3085_1
scaffold3085_size44482_11575_44482	scaffold3085_2
scaffold3086_size44481	scaffold3086_1
scaffold3087_size44472	scaffold3087_1
scaffold3088_size44466	scaffold3088_1
scaffold3089_size44446	scaffold3089_1
scaffold3090_size44435	scaffold3090_1
scaffold3091_size44423	scaffold3091_1
scaffold3092_size44421	scaffold3092_1
scaffold3093_size44401	scaffold3093_1
scaffold3094_size44381	scaffold3094_1
scaffold3095_size44379	scaffold3095_1
scaffold3096_size44374	scaffold3096_1
scaffold3097_size44373	scaffold3097_1
scaffold3098_size44365	scaffold3098_1
scaffold3099_size44358	scaffold3099_1
scaffold3100_size44356	scaffold3100_1
scaffold3101_size44331	scaffold3101_1
scaffold3102_size44324	scaffold3102_1
scaffold3103_size44321	scaffold3103_1
scaffold3104_size44300_1_8846	scaffold3104_1
scaffold3104_size44300_9148_44300	scaffold3104_2
scaffold3105_size44292	scaffold3105_1
scaffold3106_size44288	scaffold3106_1
scaffold3107_size44286	scaffold3107_1
scaffold3108_size44274	scaffold3108_1
scaffold3109_size44211	scaffold3109_1
scaffold3110_size44198_1_12485	scaffold3110_1
scaffold3110_size44198_12487_44198	scaffold3110_2
scaffold3111_size44194	scaffold3111_1
scaffold3112_size44189	scaffold3112_1
scaffold3113_size44162	scaffold3113_1
scaffold3114_size44160	scaffold3114_1
scaffold3115_size44153	scaffold3115_1
scaffold3116_size44143	scaffold3116_1
scaffold3117_size44096	scaffold3117_1
scaffold3118_size44095	scaffold3118_1
scaffold3119_size44070	scaffold3119_1
scaffold3120_size44067	scaffold3120_1
scaffold3121_size44057	scaffold3121_1
scaffold3122_size44036	scaffold3122_1
scaffold3123_size44031	scaffold3123_1
scaffold3124_size59061_1_43986	scaffold3124_1
scaffold3124_size59061_43988_59061	scaffold3124_2
scaffold3125_size43936	scaffold3125_1
scaffold3126_size43928	scaffold3126_1
scaffold3127_size43923	scaffold3127_1
scaffold3128_size43922	scaffold3128_1
scaffold3129_size43895	scaffold3129_1
scaffold3130_size43872	scaffold3130_1
scaffold3131_size43868	scaffold3131_1
scaffold3132_size43820	scaffold3132_1
scaffold3133_size43817	scaffold3133_1
scaffold3134_size61737_1_8526	scaffold3134_1
scaffold3134_size61737_8697_9896	scaffold3134_2
scaffold3134_size61737_16975_61737	scaffold3134_3
scaffold3135_size43800	scaffold3135_1
scaffold3136_size43798	scaffold3136_1
scaffold3137_size43796	scaffold3137_1
scaffold3138_size43794	scaffold3138_1
scaffold3139_size43787	scaffold3139_1
scaffold3140_size43755	scaffold3140_1
scaffold3141_size43751_1_15405	scaffold3141_1
scaffold3141_size43751_16054_43751	scaffold3141_2
scaffold3142_size43749	scaffold3142_1
scaffold3143_size43739	scaffold3143_1
scaffold3144_size43735	scaffold3144_1
scaffold3145_size43732	scaffold3145_1
scaffold3146_size43709	scaffold3146_1
scaffold3147_size43703	scaffold3147_1
scaffold3148_size43694	scaffold3148_1
scaffold3149_size43657	scaffold3149_1
scaffold3150_size43639	scaffold3150_1
scaffold3151_size43637	scaffold3151_1
scaffold3152_size43627	scaffold3152_1
scaffold3153_size43623	scaffold3153_1
scaffold3154_size43612	scaffold3154_1
scaffold3155_size43592	scaffold3155_1
scaffold3156_size43584	scaffold3156_1
scaffold3157_size43568	scaffold3157_1
scaffold3158_size43547	scaffold3158_1
scaffold3159_size43546	scaffold3159_1
scaffold3160_size43527	scaffold3160_1
scaffold3161_size43486	scaffold3161_1
scaffold3162_size43475	scaffold3162_1
scaffold3163_size43419	scaffold3163_1
scaffold3164_size43417	scaffold3164_1
scaffold3165_size87700_1_43412	scaffold3165_1
scaffold3165_size87700_45529_87700	scaffold3165_2
scaffold3166_size43389	scaffold3166_1
scaffold3167_size43386	scaffold3167_1
scaffold3168_size43378	scaffold3168_1
scaffold3169_size43375	scaffold3169_1
scaffold3170_size43374	scaffold3170_1
scaffold3171_size43369	scaffold3171_1
scaffold3172_size43323	scaffold3172_1
scaffold3173_size43302	scaffold3173_1
scaffold3174_size43299	scaffold3174_1
scaffold3175_size43285	scaffold3175_1
scaffold3176_size43268_1_29579	scaffold3176_1
scaffold3176_size43268_29713_43268	scaffold3176_2
scaffold3177_size43261_1_27708	scaffold3177_1
scaffold3177_size43261_28245_43261	scaffold3177_2
scaffold3178_size43249	scaffold3178_1
scaffold3179_size43237	scaffold3179_1
scaffold3180_size43223	scaffold3180_1
scaffold3181_size43214	scaffold3181_1
scaffold3182_size43197_1_26088	scaffold3182_1
scaffold3182_size43197_26116_43197	scaffold3182_2
scaffold3183_size43194	scaffold3183_1
scaffold3184_size43182	scaffold3184_1
scaffold3185_size43171	scaffold3185_1
scaffold3186_size43146	scaffold3186_1
scaffold3187_size43145	scaffold3187_1
scaffold3188_size43126	scaffold3188_1
scaffold3189_size43123	scaffold3189_1
scaffold3190_size43123	scaffold3190_1
scaffold3191_size43116	scaffold3191_1
scaffold3192_size43085_1_32265	scaffold3192_1
scaffold3192_size43085_33242_43085	scaffold3192_2
scaffold3193_size43034_1_25375	scaffold3193_1
scaffold3193_size43034_25377_43034	scaffold3193_2
scaffold3194_size43027	scaffold3194_1
scaffold3195_size43022	scaffold3195_1
scaffold3196_size42960_1_38158	scaffold3196_1
scaffold3196_size42960_40287_42960	scaffold3196_2
scaffold3197_size42952	scaffold3197_1
scaffold3198_size42934	scaffold3198_1
scaffold3199_size62132	scaffold3199_1
scaffold3200_size42887	scaffold3200_1
scaffold3201_size42846	scaffold3201_1
scaffold3202_size42842_1_15568	scaffold3202_1
scaffold3202_size42842_16697_42842	scaffold3202_2
scaffold3203_size42829	scaffold3203_1
scaffold3204_size42803	scaffold3204_1
scaffold3205_size42776	scaffold3205_1
scaffold3206_size42762	scaffold3206_1
scaffold3207_size42761	scaffold3207_1
scaffold3208_size42755	scaffold3208_1
scaffold3209_size42732	scaffold3209_1
scaffold3210_size42708	scaffold3210_1
scaffold3211_size42705	scaffold3211_1
scaffold3212_size42702	scaffold3212_1
scaffold3213_size42701_1_20675	scaffold3213_1
scaffold3213_size42701_21677_42701	scaffold3213_2
scaffold3214_size42678	scaffold3214_1
scaffold3215_size42657	scaffold3215_1
scaffold3216_size42657	scaffold3216_1
scaffold3217_size42643	scaffold3217_1
scaffold3218_size42631	scaffold3218_1
scaffold3219_size42612_1_24498	scaffold3219_1
scaffold3219_size42612_25156_26486	scaffold3219_2
scaffold3219_size42612_26488_42612	scaffold3219_3
scaffold3220_size71569_1_28967	scaffold3220_1
scaffold3220_size71569_28969_31081	scaffold3220_2
scaffold3220_size71569_32000_71569	scaffold3220_3
scaffold3221_size42595	scaffold3221_1
scaffold3222_size42587	scaffold3222_1
scaffold3223_size42575_1_7329	scaffold3223_1
scaffold3223_size42575_7331_42575	scaffold3223_2
scaffold3224_size42567	scaffold3224_1
scaffold3225_size42561	scaffold3225_1
scaffold3226_size42543	scaffold3226_1
scaffold3227_size42507	scaffold3227_1
scaffold3228_size42469	scaffold3228_1
scaffold3229_size42463	scaffold3229_1
scaffold3230_size42459	scaffold3230_1
scaffold3231_size42458	scaffold3231_1
scaffold3232_size42447	scaffold3232_1
scaffold3233_size66485_1_32164	scaffold3233_1
scaffold3233_size66485_32166_58603	scaffold3233_2
scaffold3233_size66485_58605_66485	scaffold3233_3
scaffold3234_size42437	scaffold3234_1
scaffold3235_size42428	scaffold3235_1
scaffold3236_size42420	scaffold3236_1
scaffold3237_size42420	scaffold3237_1
scaffold3238_size42414	scaffold3238_1
scaffold3239_size42408	scaffold3239_1
scaffold3240_size42406	scaffold3240_1
scaffold3241_size42397	scaffold3241_1
scaffold3242_size42366	scaffold3242_1
scaffold3243_size42364_1_24956	scaffold3243_1
scaffold3243_size42364_24958_42364	scaffold3243_2
scaffold3244_size42355	scaffold3244_1
scaffold3245_size42341	scaffold3245_1
scaffold3246_size42332	scaffold3246_1
scaffold3247_size42310	scaffold3247_1
scaffold3248_size42293_1_13487	scaffold3248_1
scaffold3248_size42293_15481_42293	scaffold3248_2
scaffold3249_size42289	scaffold3249_1
scaffold3250_size42281	scaffold3250_1
scaffold3251_size42274	scaffold3251_1
scaffold3252_size42256	scaffold3252_1
scaffold3253_size42241	scaffold3253_1
scaffold3254_size42230	scaffold3254_1
scaffold3255_size42195	scaffold3255_1
scaffold3256_size42187	scaffold3256_1
scaffold3257_size42151	scaffold3257_1
scaffold3258_size42115	scaffold3258_1
scaffold3259_size42103	scaffold3259_1
scaffold3260_size42088	scaffold3260_1
scaffold3261_size42075	scaffold3261_1
scaffold3262_size42074	scaffold3262_1
scaffold3263_size42049	scaffold3263_1
scaffold3264_size45789_1_41661	scaffold3264_1
scaffold3264_size45789_41663_42029	scaffold3264_2
scaffold3264_size45789_44316_45789	scaffold3264_3
scaffold3265_size42024	scaffold3265_1
scaffold3266_size42014	scaffold3266_1
scaffold3267_size42012	scaffold3267_1
scaffold3268_size41991	scaffold3268_1
scaffold3269_size41972	scaffold3269_1
scaffold3270_size41957_1_17921	scaffold3270_1
scaffold3270_size41957_19179_41957	scaffold3270_2
scaffold3271_size41951	scaffold3271_1
scaffold3272_size41945	scaffold3272_1
scaffold3273_size41938	scaffold3273_1
scaffold3274_size41933	scaffold3274_1
scaffold3275_size41913	scaffold3275_1
scaffold3276_size41902	scaffold3276_1
scaffold3277_size41897	scaffold3277_1
scaffold3278_size41892	scaffold3278_1
scaffold3279_size41867	scaffold3279_1
