scaffold	pos	zscore	pvalue	adjpvalue	beta	FDRpvalue	absBetax1000
scaffold1640_size71885_1_25661	16035	-5.522782749	2.21E-06	5.19E-06	-0.000107248	0.030507348	1.07E-01
scaffold1640_size71885_1_25661	17109	-5.235367611	5.58E-06	1.56E-05	-8.19E-05	0.049832955	8.19E-02
scaffold1647_size71663	44564	-7.627438168	2.55E-09	3.11E-10	-4.10E-05	0.000195817	4.10E-02
scaffold1649_size71619	219	-5.701757989	1.24E-06	2.55E-06	-0.000101079	0.021585379	1.01E-01
scaffold1649_size71619	220	-5.701757989	1.24E-06	2.55E-06	-0.000101079	0.021585379	1.01E-01
scaffold1649_size71619	65342	-5.626439043	1.58E-06	3.45E-06	-5.55E-05	0.025377027	5.55E-02
scaffold1649_size71619	65434	-5.284892745	4.76E-06	1.30E-05	-9.61E-05	0.046228998	9.61E-02
scaffold1650_size71547	64065	5.860469144	7.43E-07	1.33E-06	0.000145526	0.015837763	1.46E-01
scaffold1650_size71547	64102	5.738581016	1.10E-06	2.19E-06	0.000155612	0.020191745	1.56E-01
scaffold1650_size71547	65215	5.522902234	2.21E-06	5.19E-06	0.000156332	0.030507348	1.56E-01
scaffold1650_size71547	65220	5.597129379	1.74E-06	3.87E-06	0.000155535	0.026806643	1.56E-01
scaffold1650_size71547	65235	5.666332904	1.39E-06	2.94E-06	0.000157686	0.023332878	1.58E-01
scaffold1650_size71547	65252	5.418690071	3.09E-06	7.79E-06	0.000157687	0.036876692	1.58E-01
scaffold1650_size71547	65260	5.40868486	3.19E-06	8.10E-06	0.000145718	0.037544067	1.46E-01
scaffold1650_size71547	65266	5.263480041	5.10E-06	1.41E-05	0.000150391	0.048051195	1.50E-01
scaffold1650_size71547	65572	6.169583975	2.73E-07	3.57E-07	0.000146908	0.00841367	1.47E-01
scaffold1660_size71305	40671	-5.241472899	5.47E-06	1.53E-05	-8.19E-05	0.049399116	8.19E-02
scaffold1660_size71305	62387	-5.250897137	5.31E-06	1.47E-05	-8.94E-05	0.048677011	8.94E-02
scaffold1660_size71305	62996	-5.293661362	4.63E-06	1.26E-05	-8.96E-05	0.045766542	8.96E-02
scaffold1660_size71305	62998	-5.263715679	5.09E-06	1.41E-05	-8.88E-05	0.048024328	8.88E-02
scaffold1660_size71305	63481	-5.430428234	2.98E-06	7.44E-06	-8.85E-05	0.035921126	8.85E-02
scaffold1662_size71221	37670	5.592272691	1.77E-06	3.95E-06	0.000161913	0.027041949	1.62E-01
scaffold1673_size70985	17109	7.303677644	7.11E-09	1.68E-09	0.000166932	0.000409239	1.67E-01
scaffold1673_size70985	17188	5.619190291	1.62E-06	3.55E-06	0.000104445	0.025711445	1.04E-01
scaffold1673_size70985	17261	5.855564042	7.54E-07	1.36E-06	0.000140146	0.015987805	1.40E-01
scaffold1673_size70985	17299	7.036342315	1.67E-08	6.41E-09	0.000147228	0.000772698	1.47E-01
scaffold1679_size70841	67142	-5.886199944	6.83E-07	1.19E-06	-6.68E-05	0.015140525	6.68E-02
scaffold1679_size70841	67318	-5.969486906	5.22E-07	8.42E-07	-7.88E-05	0.012979548	7.88E-02
scaffold1681_size70834	4179	5.553566277	2.00E-06	4.60E-06	0.000164681	0.028758937	1.65E-01
scaffold1681_size70834	4181	5.553566277	2.00E-06	4.60E-06	0.000164681	0.028758937	1.65E-01
scaffold1681_size70834	4518	5.425294153	3.03E-06	7.59E-06	0.000170986	0.036323172	1.71E-01
scaffold1681_size70834	10972	5.472051495	2.60E-06	6.33E-06	0.000156707	0.033159963	1.57E-01
scaffold1681_size70834	11160	6.686357984	5.14E-08	3.45E-08	0.000192223	0.002153468	1.92E-01
scaffold1681_size70834	11164	5.369264717	3.63E-06	9.42E-06	0.000187417	0.040096936	1.87E-01
scaffold1681_size70834	11168	5.369264717	3.63E-06	9.42E-06	0.000187417	0.040096936	1.87E-01
scaffold1681_size70834	11188	6.753942794	4.13E-08	2.51E-08	0.000209181	0.001753703	2.09E-01
scaffold1681_size70834	11275	5.943955079	5.67E-07	9.38E-07	0.000168982	0.01343788	1.69E-01
scaffold1681_size70834	11297	6.39376267	1.32E-07	1.32E-07	0.000177216	0.00483732	1.77E-01
scaffold1681_size70834	11305	5.957515785	5.42E-07	8.86E-07	0.000168256	0.013138812	1.68E-01
scaffold1681_size70834	11429	6.366606623	1.44E-07	1.50E-07	0.000183621	0.005277256	1.84E-01
scaffold1681_size70834	11680	7.85690294	1.24E-09	9.02E-11	0.0002072	0.000104977	2.07E-01
scaffold1681_size70834	11994	-6.264125308	2.01E-07	2.36E-07	-0.000175631	0.006632686	1.76E-01
scaffold1681_size70834	12102	5.834898407	8.07E-07	1.48E-06	0.00016883	0.016431198	1.69E-01
scaffold1681_size70834	12203	6.12497751	3.15E-07	4.34E-07	0.00015914	0.009309788	1.59E-01
scaffold1681_size70834	12234	7.064977791	1.52E-08	5.57E-09	0.000177808	0.000738819	1.78E-01
scaffold1681_size70834	12334	6.542229676	8.18E-08	6.74E-08	0.000161004	0.003140702	1.61E-01
scaffold1681_size70834	12378	6.891416823	2.66E-08	1.30E-08	0.000174536	0.001145318	1.75E-01
scaffold1681_size70834	12403	6.66561708	5.49E-08	3.80E-08	0.000170896	0.002252601	1.71E-01
scaffold1681_size70834	12408	6.950580393	2.20E-08	9.76E-09	0.000166638	0.000965145	1.67E-01
scaffold1681_size70834	12616	7.188951467	1.02E-08	3.00E-09	0.000189017	0.000581999	1.89E-01
scaffold1681_size70834	12642	6.182287808	2.62E-07	3.38E-07	0.000181223	0.008214524	1.81E-01
scaffold1681_size70834	13587	5.72124342	1.16E-06	2.35E-06	0.000172976	0.020894001	1.73E-01
scaffold1681_size70834	13667	7.97491939	8.55E-10	4.71E-11	0.000203409	8.22E-05	2.03E-01
scaffold1681_size70834	14268	6.039174371	4.16E-07	6.27E-07	0.000171066	0.011400985	1.71E-01
scaffold1681_size70834	14271	6.208168599	2.41E-07	3.02E-07	0.000171559	0.007754497	1.72E-01
scaffold1681_size70834	14376	5.319693934	4.25E-06	1.14E-05	0.000163377	0.043706638	1.63E-01
scaffold1681_size70834	15311	6.974214324	2.04E-08	8.70E-09	0.000163988	0.000902676	1.64E-01
scaffold1681_size70834	15331	6.505558222	9.21E-08	7.98E-08	0.000164219	0.003557532	1.64E-01
scaffold1681_size70834	15332	6.505558222	9.21E-08	7.98E-08	0.000164219	0.003557532	1.64E-01
scaffold1681_size70834	15837	7.213340497	9.48E-09	2.66E-09	0.000179433	0.000535111	1.79E-01
scaffold1681_size70834	15876	6.091864658	3.51E-07	5.00E-07	0.000169143	0.010065865	1.69E-01
scaffold1690_size70663	55083	5.485410226	2.50E-06	6.01E-06	0.000183209	0.032277967	1.83E-01
scaffold1692_size70545	2951	-5.616117292	1.64E-06	3.59E-06	-6.16E-05	0.025844894	6.16E-02
scaffold1692_size70545	64518	-5.702229171	1.24E-06	2.54E-06	-4.17E-05	0.021585379	4.17E-02
scaffold1692_size70545	66230	-5.759889932	1.03E-06	2.01E-06	-6.05E-05	0.0194346	6.05E-02
scaffold1692_size70545	66231	-5.759889932	1.03E-06	2.01E-06	-6.05E-05	0.0194346	6.05E-02
scaffold1697_size70442	19459	-5.30624545	4.44E-06	1.20E-05	-9.09E-05	0.044570237	9.09E-02
scaffold1697_size70442	19497	-5.447624288	2.82E-06	6.97E-06	-0.000109238	0.034848157	1.09E-01
scaffold1704_size70275	12556	-5.434412006	2.94E-06	7.33E-06	-5.12E-05	0.035729594	5.12E-02
scaffold1709_size70177	47092	5.737270231	1.11E-06	2.20E-06	0.000190098	0.020264075	1.90E-01
scaffold1709_size70177	50234	5.249762828	5.33E-06	1.48E-05	0.000124716	0.048735252	1.25E-01
scaffold1713_size70089	31504	-5.668204538	1.38E-06	2.91E-06	-0.000171026	0.023227993	1.71E-01
scaffold1728_size69662	30994	5.471781911	2.61E-06	6.34E-06	0.000154142	0.033161655	1.54E-01
scaffold1728_size69662	31099	5.355013461	3.80E-06	9.95E-06	0.000146368	0.041006063	1.46E-01
scaffold1728_size69662	33646	5.254068069	5.25E-06	1.46E-05	0.00012019	0.04852941	1.20E-01
scaffold1728_size69662	34131	5.740205092	1.10E-06	2.18E-06	0.000157474	0.020099929	1.57E-01
scaffold1728_size69662	35068	5.289660723	4.69E-06	1.27E-05	0.000209915	0.045888434	2.10E-01
scaffold1728_size69662	35130	5.991970281	4.85E-07	7.66E-07	0.000148135	0.012501383	1.48E-01
scaffold1728_size69662	35986	5.262484453	5.11E-06	1.41E-05	0.000141655	0.048101078	1.42E-01
scaffold1728_size69662	36220	5.311518378	4.37E-06	1.17E-05	0.000136747	0.044194485	1.37E-01
scaffold1733_size69587_1_55845	52667	-5.344869082	3.92E-06	1.03E-05	-8.78E-05	0.041678539	8.78E-02
scaffold1733_size69587_1_55845	52746	-5.5374818	2.11E-06	4.90E-06	-8.61E-05	0.029771263	8.61E-02
scaffold1749_size69135	5053	6.367239671	1.44E-07	1.49E-07	7.49E-05	0.005277256	7.49E-02
scaffold1749_size69135	44556	-5.420087571	3.08E-06	7.75E-06	-9.83E-05	0.03679207	9.83E-02
scaffold1749_size69135	44634	-5.578828385	1.85E-06	4.16E-06	-0.000122358	0.027727511	1.22E-01
scaffold1753_size69047_1_53772	15943	-6.009557422	4.58E-07	7.11E-07	-0.000127009	0.012171782	1.27E-01
scaffold1753_size69047_1_53772	16843	-6.059998943	3.89E-07	5.73E-07	-0.000138704	0.01088393	1.39E-01
scaffold1753_size69047_1_53772	20539	5.650257558	1.47E-06	3.13E-06	0.000198988	0.024067518	1.99E-01
scaffold1755_size69031	23223	-5.598885657	1.73E-06	3.85E-06	-5.88E-05	0.026655328	5.88E-02
scaffold1758_size68922	24013	5.335944859	4.04E-06	1.07E-05	0.000136677	0.042331328	1.37E-01
scaffold1758_size68922	26568	6.917995979	2.44E-08	1.14E-08	0.000178766	0.001051303	1.79E-01
scaffold1758_size68922	26598	6.888700606	2.68E-08	1.32E-08	0.000121643	0.001150765	1.22E-01
scaffold1758_size68922	26628	5.528856807	2.17E-06	5.07E-06	0.000129679	0.030237958	1.30E-01
scaffold1758_size68922	26788	6.266509651	1.99E-07	2.34E-07	9.11E-05	0.006629996	9.11E-02
scaffold1758_size68922	26886	6.328669226	1.63E-07	1.77E-07	0.000122563	0.005824864	1.23E-01
scaffold1758_size68922	26919	6.092082012	3.51E-07	5.00E-07	0.000146391	0.010065865	1.46E-01
scaffold1758_size68922	26925	7.729116714	1.85E-09	1.80E-10	0.000161963	0.000165703	1.62E-01
scaffold1758_size68922	26953	6.599303972	6.80E-08	5.18E-08	0.0001323	0.002784503	1.32E-01
scaffold1758_size68922	26955	6.599303972	6.80E-08	5.18E-08	0.0001323	0.002784503	1.32E-01
scaffold1758_size68922	27038	6.705290454	4.84E-08	3.16E-08	0.000142529	0.002068665	1.43E-01
scaffold1758_size68922	27043	6.280066691	1.91E-07	2.20E-07	0.000142058	0.006416116	1.42E-01
scaffold1758_size68922	27054	5.771227826	9.91E-07	1.92E-06	0.000105251	0.018903638	1.05E-01
scaffold1758_size68922	27065	5.531581114	2.15E-06	5.02E-06	0.000117087	0.030001158	1.17E-01
scaffold1771_size68657	6659	5.237078125	5.55E-06	1.55E-05	6.85E-05	0.049728368	6.85E-02
scaffold1776_size68524	29421	-5.437976227	2.91E-06	7.23E-06	-3.41E-05	0.035442216	3.41E-02
scaffold1777_size68502_14734_68502	4932	-5.264892208	5.07E-06	1.40E-05	-7.81E-05	0.047953208	7.81E-02
scaffold1777_size68502_14734_68502	40136	5.636361329	1.53E-06	3.31E-06	0.000113567	0.024897523	1.14E-01
scaffold1780_size68438_1_22905	3939	-5.262526295	5.11E-06	1.41E-05	-5.80E-05	0.048101078	5.80E-02
scaffold1782_size68400_1_51129	8560	-5.349375827	3.87E-06	1.02E-05	-3.79E-05	0.041344535	3.79E-02
scaffold1783_size68391_39841_68391	27915	-5.950717247	5.54E-07	9.12E-07	-4.92E-05	0.013260565	4.92E-02
scaffold1787_size68313_62511_68313	4840	5.28786369	4.71E-06	1.28E-05	6.86E-05	0.046066999	6.86E-02
scaffold1791_size68132_1_43717	41817	-5.237058079	5.55E-06	1.55E-05	-9.21E-05	0.049728368	9.21E-02
scaffold1797_size68026	6628	-5.635255196	1.54E-06	3.33E-06	-5.55E-05	0.024956979	5.55E-02
scaffold1797_size68026	6653	-6.868236058	2.86E-08	1.45E-08	-6.34E-05	0.001239089	6.34E-02
scaffold1801_size67777	33418	-5.398120515	3.31E-06	8.43E-06	-0.000107963	0.038322126	1.08E-01
scaffold1801_size67777	33458	-5.897759212	6.58E-07	1.14E-06	-0.000107913	0.014814476	1.08E-01
scaffold1801_size67777	37863	-5.679927123	1.33E-06	2.78E-06	-9.43E-05	0.022699463	9.43E-02
scaffold1813_size67409_30202_52420	1085	5.428865577	2.99E-06	7.49E-06	6.97E-05	0.036039208	6.97E-02
scaffold1813_size67409_30202_52420	2874	5.570408987	1.90E-06	4.31E-06	0.000123019	0.02813697	1.23E-01
scaffold1813_size67409_30202_52420	9531	5.257266622	5.20E-06	1.44E-05	0.000114191	0.048490028	1.14E-01
scaffold1813_size67409_30202_52420	12485	5.291345981	4.66E-06	1.27E-05	0.000140147	0.045849703	1.40E-01
scaffold1822_size67067	3422	-6.80823541	3.47E-08	1.94E-08	-8.85E-05	0.001461842	8.85E-02
scaffold1828_size66981	46187	-6.445135771	1.12E-07	1.05E-07	-8.84E-05	0.004169822	8.84E-02
scaffold1836_size66789_18519_66789	24745	5.725690784	1.15E-06	2.31E-06	0.00011723	0.020749829	1.17E-01
scaffold1836_size66789_18519_66789	24746	5.725690784	1.15E-06	2.31E-06	0.00011723	0.020749829	1.17E-01
scaffold1836_size66789_18519_66789	24763	9.546637941	7.23E-12	3.36E-15	0.00017063	3.52E-08	1.71E-01
scaffold1851_size66564	59903	5.897956458	6.58E-07	1.14E-06	0.000141475	0.014814476	1.41E-01
scaffold1854_size66489	66171	-6.800258733	3.56E-08	2.01E-08	-0.000113492	0.001497006	1.13E-01
scaffold1862_size66295_1_14895	8648	-5.528369131	2.17E-06	5.08E-06	-5.87E-05	0.030256925	5.87E-02
scaffold1864_size66233	8259	-5.396303519	3.32E-06	8.49E-06	-4.77E-05	0.038457093	4.77E-02
scaffold1873_size66130	50720	5.557140014	1.98E-06	4.54E-06	0.000179249	0.028570192	1.79E-01
scaffold1873_size66130	52564	5.546623182	2.05E-06	4.73E-06	0.000131693	0.029212622	1.32E-01
scaffold1873_size66130	59260	5.265274499	5.07E-06	1.40E-05	0.00017657	0.047915704	1.77E-01
scaffold1873_size66130	61639	5.253367863	5.26E-06	1.46E-05	0.000202605	0.04852941	2.03E-01
scaffold1873_size66130	62544	5.656841684	1.43E-06	3.05E-06	0.00018509	0.023735885	1.85E-01
scaffold1873_size66130	62552	5.428007694	3.00E-06	7.51E-06	0.000178074	0.036076075	1.78E-01
scaffold1877_size66066	8008	5.750868431	1.06E-06	2.09E-06	0.000207846	0.019827218	2.08E-01
scaffold1877_size66066	8048	6.014575366	4.51E-07	6.96E-07	0.00020751	0.012044896	2.08E-01
scaffold1877_size66066	8342	5.914236126	6.24E-07	1.06E-06	0.000190774	0.014308882	1.91E-01
scaffold1877_size66066	8352	6.082629012	3.62E-07	5.20E-07	0.000208746	0.010258161	2.09E-01
scaffold1877_size66066	8390	5.527967573	2.18E-06	5.09E-06	0.000195653	0.030256925	1.96E-01
scaffold1877_size66066	8403	5.82070069	8.44E-07	1.57E-06	0.000195494	0.016958925	1.95E-01
scaffold1877_size66066	43087	-5.935845143	5.82E-07	9.70E-07	-5.88E-05	0.013741279	5.88E-02
scaffold1877_size66066	43687	-5.412286795	3.16E-06	7.98E-06	-4.88E-05	0.03720772	4.88E-02
scaffold1891_size65671	27830	-5.491151637	2.45E-06	5.88E-06	-0.000129283	0.031885198	1.29E-01
scaffold1891_size65671	27857	-5.322302426	4.22E-06	1.13E-05	-0.000124526	0.043499403	1.25E-01
scaffold1891_size65671	27911	-5.561926152	1.95E-06	4.45E-06	-0.000120009	0.028374768	1.20E-01
scaffold1891_size65671	27960	-5.347134301	3.89E-06	1.02E-05	-0.000109926	0.041532393	1.10E-01
scaffold1894_size65586_1_29497	20314	-6.090504353	3.53E-07	5.03E-07	-8.99E-05	0.010065865	8.99E-02
scaffold1894_size65586_1_29497	20317	-6.090504353	3.53E-07	5.03E-07	-8.99E-05	0.010065865	8.99E-02
scaffold1902_size65392_25077_65392	29137	-6.130459645	3.10E-07	4.23E-07	-0.000168178	0.009243229	1.68E-01
scaffold1902_size65392_25077_65392	29150	-6.015534578	4.49E-07	6.93E-07	-0.000166441	0.012043729	1.66E-01
scaffold1902_size65392_25077_65392	29152	-6.015534578	4.49E-07	6.93E-07	-0.000166441	0.012043729	1.66E-01
scaffold1904_size65362	21161	-5.508941746	2.31E-06	5.48E-06	-6.87E-05	0.031171019	6.87E-02
scaffold1919_size65043	18782	5.263878215	5.09E-06	1.40E-05	0.000146241	0.048010664	1.46E-01
scaffold1919_size65043	18792	5.60418725	1.70E-06	3.77E-06	0.000170458	0.026400475	1.70E-01
scaffold1919_size65043	35959	-6.297603906	1.80E-07	2.04E-07	-0.000118079	0.006130318	1.18E-01
scaffold1919_size65043	63009	5.627881434	1.58E-06	3.43E-06	0.000108684	0.025338056	1.09E-01
scaffold1925_size64873	42313	-5.246683909	5.38E-06	1.50E-05	-9.20E-05	0.049019349	9.20E-02
scaffold1926_size64868	219	5.973106344	5.16E-07	8.29E-07	9.49E-05	0.012918124	9.49E-02
scaffold1932_size64780	28691	5.346447445	3.90E-06	1.03E-05	0.000136013	0.041581924	1.36E-01
scaffold1942_size64672	45372	-5.251894793	5.29E-06	1.47E-05	-5.34E-05	0.048592611	5.34E-02
scaffold1942_size64672	45381	-5.38458005	3.45E-06	8.88E-06	-4.82E-05	0.039108231	4.82E-02
scaffold1942_size64672	45716	-5.680925075	1.33E-06	2.77E-06	-0.000113411	0.022689904	1.13E-01
scaffold1942_size64672	45717	-5.680925075	1.33E-06	2.77E-06	-0.000113411	0.022689904	1.13E-01
scaffold1942_size64672	46089	-5.325376461	4.18E-06	1.11E-05	-0.00012237	0.043233657	1.22E-01
scaffold1942_size64672	46221	-5.385594232	3.44E-06	8.85E-06	-0.000114133	0.039108231	1.14E-01
scaffold1942_size64672	47474	-5.619469086	1.62E-06	3.54E-06	-0.000132118	0.025711445	1.32E-01
scaffold1942_size64672	49690	-5.234865429	5.59E-06	1.57E-05	-0.000107684	0.049850768	1.08E-01
scaffold1942_size64672	51277	-5.236989319	5.55E-06	1.55E-05	-7.41E-05	0.049728368	7.41E-02
scaffold1942_size64672	51459	-5.799076707	9.06E-07	1.71E-06	-8.01E-05	0.017748079	8.01E-02
scaffold1942_size64672	51822	-5.238564806	5.52E-06	1.54E-05	-7.32E-05	0.049579936	7.32E-02
scaffold1942_size64672	54851	6.036589364	4.20E-07	6.34E-07	0.000149258	0.011467642	1.49E-01
scaffold1942_size64672	54896	5.491699925	2.44E-06	5.87E-06	0.000142662	0.031885198	1.43E-01
scaffold1942_size64672	54910	5.604072577	1.70E-06	3.77E-06	0.000138299	0.026400475	1.38E-01
scaffold1943_size64611	21295	-6.366001045	1.45E-07	1.50E-07	-0.000104108	0.005277256	1.04E-01
scaffold1943_size64611	21798	-5.316435533	4.30E-06	1.15E-05	-8.65E-05	0.043864204	8.65E-02
scaffold1946_size64530	15759	5.451206566	2.79E-06	6.87E-06	7.36E-05	0.034611851	7.36E-02
scaffold1947_size64528_1_10107	5540	-7.152976045	1.15E-08	3.60E-09	-0.000104868	0.000617705	1.05E-01
scaffold1947_size64528_1_10107	5817	-5.564593828	1.93E-06	4.41E-06	-6.99E-05	0.028351431	6.99E-02
scaffold1947_size64528_1_10107	5820	-5.564593828	1.93E-06	4.41E-06	-6.99E-05	0.028351431	6.99E-02
scaffold1947_size64528_1_10107	6584	-5.356128708	3.78E-06	9.90E-06	-7.63E-05	0.040930033	7.63E-02
scaffold1947_size64528_1_10107	6719	-5.725316997	1.15E-06	2.31E-06	-7.83E-05	0.020750092	7.83E-02
scaffold1947_size64528_1_10107	6844	-5.515488594	2.26E-06	5.35E-06	-7.88E-05	0.030815002	7.88E-02
scaffold1947_size64528_18478_64528	7494	-5.340050899	3.98E-06	1.05E-05	-5.74E-05	0.041912419	5.74E-02
scaffold1953_size64394	48167	-5.304262355	4.47E-06	1.21E-05	-0.000102785	0.044683743	1.03E-01
scaffold1953_size64394	51542	-5.313657484	4.34E-06	1.16E-05	-0.000112563	0.044056407	1.13E-01
scaffold1954_size64381	28719	-5.821397691	8.43E-07	1.56E-06	-7.66E-05	0.016939103	7.66E-02
scaffold1958_size64285	6669	-5.283415135	4.78E-06	1.31E-05	-8.91E-05	0.046345492	8.91E-02
scaffold1958_size64285	6685	-5.799255416	9.05E-07	1.71E-06	-9.42E-05	0.017748079	9.42E-02
scaffold1962_size64148	33938	-5.851826343	7.64E-07	1.38E-06	-3.84E-05	0.01609179	3.84E-02
scaffold1964_size64118	50618	7.356624017	6.01E-09	1.28E-09	0.000101217	0.000372747	1.01E-01
scaffold1964_size64118	50631	6.461542423	1.06E-07	9.75E-08	8.80E-05	0.004022658	8.80E-02
scaffold1964_size64118	51535	-5.385542927	3.44E-06	8.85E-06	-4.37E-05	0.039108231	4.37E-02
scaffold1978_size63763	17847	-5.561081756	1.95E-06	4.47E-06	-0.000112038	0.028374768	1.12E-01
scaffold1978_size63763	17957	-5.405235482	3.23E-06	8.20E-06	-0.000104212	0.037738628	1.04E-01
scaffold1978_size63763	18364	-5.669918195	1.38E-06	2.89E-06	-8.05E-05	0.023147428	8.05E-02
scaffold1978_size63763	18402	-6.106896308	3.34E-07	4.69E-07	-8.19E-05	0.0097459	8.19E-02
scaffold1978_size63763	18575	-5.288728164	4.70E-06	1.28E-05	-9.85E-05	0.045971249	9.85E-02
scaffold1978_size63763	18695	-5.232793492	5.62E-06	1.58E-05	-0.000124591	0.049934942	1.25E-01
scaffold1978_size63763	18708	-5.322833824	4.21E-06	1.12E-05	-0.00013023	0.043428569	1.30E-01
scaffold1978_size63763	18717	-5.876350245	7.05E-07	1.24E-06	-8.37E-05	0.015447914	8.37E-02
scaffold1978_size63763	18787	-5.266565476	5.05E-06	1.39E-05	-8.12E-05	0.047808925	8.12E-02
scaffold1978_size63763	18869	-5.320117366	4.25E-06	1.14E-05	-7.12E-05	0.043668498	7.12E-02
scaffold1978_size63763	19050	-5.901361968	6.50E-07	1.12E-06	-0.000101173	0.014725538	1.01E-01
scaffold1978_size63763	19111	-5.352749175	3.83E-06	1.00E-05	-7.89E-05	0.041167572	7.89E-02
scaffold1978_size63763	19112	-5.352749175	3.83E-06	1.00E-05	-7.89E-05	0.041167572	7.89E-02
scaffold1978_size63763	19974	-5.254292682	5.25E-06	1.46E-05	-0.000105706	0.04852941	1.06E-01
scaffold1978_size63763	20306	-5.310276479	4.38E-06	1.18E-05	-7.27E-05	0.044228738	7.27E-02
scaffold1978_size63763	20522	-5.445435446	2.84E-06	7.02E-06	-7.41E-05	0.034972649	7.41E-02
scaffold1978_size63763	20688	-5.238963555	5.51E-06	1.54E-05	-4.47E-05	0.049579936	4.47E-02
scaffold1978_size63763	20777	-5.238952276	5.51E-06	1.54E-05	-7.11E-05	0.049579936	7.11E-02
scaffold1978_size63763	20802	-6.224171509	2.29E-07	2.81E-07	-8.64E-05	0.007410959	8.64E-02
scaffold1978_size63763	20816	-5.27893333	4.85E-06	1.33E-05	-7.68E-05	0.046691873	7.68E-02
scaffold1978_size63763	20856	-5.261366724	5.13E-06	1.42E-05	-8.78E-05	0.04811564	8.78E-02
scaffold1978_size63763	20941	-5.234131105	5.60E-06	1.57E-05	-0.000121163	0.049874266	1.21E-01
scaffold1978_size63763	20955	-5.419178939	3.09E-06	7.78E-06	-0.00012098	0.036870604	1.21E-01
scaffold1978_size63763	20967	-5.622702527	1.60E-06	3.50E-06	-8.67E-05	0.025632777	8.67E-02
scaffold1978_size63763	21118	-5.491615009	2.45E-06	5.87E-06	-6.60E-05	0.031885198	6.60E-02
scaffold1978_size63763	21122	-5.306036539	4.45E-06	1.20E-05	-6.96E-05	0.044570923	6.96E-02
scaffold1978_size63763	21141	-6.200817913	2.47E-07	3.12E-07	-8.12E-05	0.007818165	8.12E-02
scaffold1978_size63763	21195	-5.301505616	4.51E-06	1.22E-05	-8.24E-05	0.044909352	8.24E-02
scaffold1978_size63763	21196	-5.301505616	4.51E-06	1.22E-05	-8.24E-05	0.044909352	8.24E-02
scaffold1978_size63763	21203	-5.25985246	5.16E-06	1.43E-05	-8.50E-05	0.048209238	8.50E-02
scaffold1978_size63763	21341	-5.275328016	4.91E-06	1.35E-05	-8.25E-05	0.047092111	8.25E-02
scaffold1978_size63763	21416	-5.340806978	3.97E-06	1.05E-05	-0.000115344	0.041896546	1.15E-01
scaffold1978_size63763	27236	-5.272129449	4.96E-06	1.36E-05	-8.46E-05	0.047284321	8.46E-02
scaffold1978_size63763	27245	-5.272129449	4.96E-06	1.36E-05	-8.46E-05	0.047284321	8.46E-02
scaffold1978_size63763	27558	-5.318962999	4.26E-06	1.14E-05	-6.31E-05	0.043733659	6.31E-02
